angDist,_RAJ2000,_DEJ2000,recno,RAJ2000,DEJ2000,Name,r_Name,SpT,n_SpT,r_SpT,ID,all,2M,SimbadName,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,Plx (mas),Plx_unc (mas),log (L/Lsun),e_unc (mas),b_Age (Gyr),B_Age (Gyr),Radius (Rjup),Rad_unc (Rjup),log(g) (cm/s^2),log(g)_unc (cm^s^2),Teff (K),Teff_unc (K),Mass (Mjup),Mass_unc (Mjup)
0.395477,196.4174583,-25.6849722,129,13 05 40.19,-25 41 05.9,Kelu-1,93,L2,,52,1305-2541,all,2M,Kelu-1,196.417351,-25.68492005,0.0182552,0.0090901,119.67,6187779556809793024,196.415845,0.6584,-25.6850415,0.5131,49.0459,0.7248,67.6679,306.592,-305.371,1.008,-27.326,0.727,235,24.6359,1931.13,3.307,5.101E+01,95,1.0301,0.1172,12,2.348,0,5.85892E+02,2.6826E+00,18.767822,4.70314E+01,8.67868E+00,21.157574,1.52018E+03,16.793161,2.675,4.364412,,,0,,,77171964164688279,,99093181,,0.005684,0.20037,0.008521,18.742231,0.005583,5.99866E+02,1.004,16.4882,12.0009,-0.5447,52,1.54,-3.59,0.03,0.5,10,,,,,,,,
0.260411,200.1844583,4.15125,130,13 20 44.27,+04 09 04.5,2MASS J13204427+0409045,48,L3:,,48,1320+0409,all,2M,2MASS J13204427+0409045,200.1845275,4.151271632,0.0126851,0.0096207,109.3,3715937882671184128,200.182275,0.5509,4.152185774,0.3934,32.3992,0.5958,54.379,545.729,-505.485,0.775,205.681,0.624,268,1.7999,340.65,1.723,1.75E+00,95,0.921,0.14,16,1.078,0,1.44223E+02,1.58163E+00,20.28978,4.20987E+01,7.6494E+00,21.27787,2.68592E+02,18.675163,2.154,2.602707,,,0,,,112982001831522609,1237655124479246386,,,0.012221,0.1973,0.034455,20.270355,0.012016,1.46827E+02,0.732,12.3875,10.0011,-0.1721,32.3,0.86,-3.89,0.03,0.5,10,1.01,0.07,5.21,0.17,1913,71,66.94,13.12
0.373759,209.9795833,-40.5828333,133,13 59 55.10,-40 34 58.2,2MASS J13595510-4034582,48,L1,,48,1359-4034,all,2M,2MASS J13595510-4034582,209.9796389,-40.58292813,0.0044681,0.0038711,145.67,6111126966247119232,209.9797968,0.1867,-40.585177,0.1673,47.346,0.2025,233.8359,506.713,26.978,0.251,-505.994,0.269,165,1.1137,243.56,0.826,3.501E+00,31,,,14,1.061,0,8.16908E+02,2.39861E+00,18.406935,6.61114E+01,1.42945E+01,20.787851,1.51597E+03,16.79617,1.937,3.991682,,,0,,,,,99534679,,0.004214,0.234773,0.013936,18.406935,0.004214,8.16908E+02,0.318,4.0705,4.2872,-0.1329,64.2,5.5,-4,0.07,0.5,10,1,0.08,5.19,0.2,1799,106,63.44,15.48
3.862879,216.162875,9.2862222,136,14 24 39.09,+09 17 10.4,GD 165B,96,L4,,52,1424+0917,all,2M,GD 165B,216.1631233,9.287266876,0.0006145,0.0003748,125.96,1176717792385803136,216.1621621,0.0271,9.286601914,0.0238,29.9941,0.0259,1158.4454,260.653,-213.436,0.034,-149.617,0.03,173,-0.1417,226.7,0.061,1.118E+00,31,,,13,0.99,0,3.44779E+04,2.76077E+01,14.343515,2.5075E+04,8.38676E+01,14.340441,1.41722E+04,14.369303,1.138,-0.028862,,,0,,,,1237662238553604192,,497177232,0.002889,0.00458,0.004268,14.343515,0.002889,3.44779E+04,-0.015,0.5439,0.4714,-0.4395,31.7,2.5,-4.05,0.07,0.5,10,1,0.08,5.19,0.21,1755,102,62.58,15.57
0.35301,216.3665833,-36.8396944,137,14 25 27.98,-36 50 22.9,DENIS-P J142527.97-365023.4,97,L3:,,48,1425-3650,all,2M,DENIS J142527.9-365023,216.3666022,-36.83979128,0.0057954,0.0044528,138.67,6118581861234228352,216.3650192,0.2819,-36.84187772,0.2689,84.4219,0.3118,270.754,549.216,-285.058,0.319,-469.446,0.337,212,-0.4937,271.52,1.049,2.921E+00,95,1.0306,0.0699,14,0.974,0,4.92334E+02,4.26849E+00,18.956718,4.86373E+01,9.28283E+00,21.121119,8.74055E+02,17.394049,1.874,3.72707,,,0,,,,,,,0.009808,0.20724,0.013453,18.931127,0.009598,5.04076E+02,0.29,5.082,5.2524,-0.2556,86.45,0.83,-4.04,0.01,0.05,0.12,1.32,0.09,4.43,0.24,1535,55,20.76,7.9
0.162241,217.180125,33.1775278,138,14 28 43.23,+33 10 39.1,LHS 2924,98,M9,,99,1428+3310,all,2M,LHS 2924,217.1801147,33.17757203,0.0014036,0.0005467,15.15,1287312100751643776,217.1782723,0.0385,33.17441211,0.0636,91.1634,0.0994,916.7161,791.128,-346.961,0.041,-710.986,0.085,1021,4.2446,4025.31,0.79,5.531E+01,95,1.0979,0.0125,26,1.095,0,4.1792E+03,2.52061E+00,16.634634,1.62207E+02,4.98592E+00,19.813372,7.47578E+03,15.063754,1.828,4.749618,,,0,,,147812171790251289,1237662697565126922,,616204811,0.002832,0.03349,0.004013,16.609043,0.002829,4.27887E+03,0.103,0.6427,1.3623,0.4816,90.8,1.3,-3.54,0.01,0.5,10,1.06,0.05,5.22,0.11,2275,58,75.98,10.89
0.21119,219.7512917,18.6606944,139,14 39 00.31,+18 39 38.5,LHS 377,100,M7sd,,101,1439+1839,all,2M,LHS 377,219.7512861,18.66075282,0.0010415,0.000826,52.4,1236134438678071168,219.7512254,0.0445,18.6553297,0.0433,25.865,0.056,461.817,1220.27,-12.925,0.06,-1220.202,0.056,308,0.6998,404.06,0.235,3.105E+00,31,,,18,1.027,0,4.98472E+03,4.48136E+00,16.443266,4.83243E+02,1.24275E+01,18.628128,7.31558E+03,15.087273,1.565,3.540855,,,0,,,130382197512238001,1237667735060021321,,544186833,0.002923,0.028061,0.004458,16.443266,0.002923,4.98472E+03,0.005,0.9669,0.9122,0.2205,28.4,0.7,-3.07,0.02,0.5,10,1.24,0.04,5.2,0.05,2769,56,98.49,8.49
3.137117,219.8681667,19.4874722,140,14 39 28.36,+19 29 14.9,2MASS J14392837+1929150,52,L1,,52,1439+1929,all,2M,2MASS J14392836+1929149,219.8672914,19.48775244,0.0031247,0.0024114,58.92,1237730036208674048,219.8614407,0.1291,19.4894642,0.136,70.5551,0.1814,389.0161,1299.386,-1241.001,0.183,385.125,0.163,197,-1.4677,442.19,0.813,9.584E+00,95,0.9879,0.0384,15,0.924,0,1.81112E+03,3.5846E+00,17.542496,4.63501E+01,6.70428E+00,21.173414,3.31241E+03,15.947535,1.855,5.22588,,,0,,,131382198625577487,1237667736133763490,,548182106,0.003494,0.15707,0.006202,17.516905,0.003464,1.85432E+03,0.063,2.9515,2.6205,0.2257,69.6,0.5,-3.69,0.01,0.5,10,1.03,0.06,5.22,0.13,2121,61,71.64,11.6
0.612597,220.0955417,13.6563889,141,14 40 22.93,+13 39 23.0,LSPM J1440+1339,102,M8,,27,1440+1339,all,2M,LSPM J1440+1339,220.0955083,13.65622187,0.0013919,0.0011693,74.98,1179654519224224640,220.0948447,0.0536,13.65486156,0.0566,39.13,0.0774,505.5456,338.711,-145.077,0.085,-306.069,0.073,296,1.3359,614.56,0.396,8.93E+00,31,,,16,1.055,0,5.2961E+03,6.09169E+00,16.377476,2.75183E+02,1.37953E+01,19.239489,8.63701E+03,14.906987,1.683,4.332501,,,0,,,124382200950866943,,,519184045,0.003025,0.054501,0.004485,16.377476,0.003025,5.2961E+03,0.016,1.3781,1.1855,0.0874,45,1.11,-3.17,0.02,0.5,10,1.19,0.04,5.21,0.06,2672,57,92.33,8.75
0.144459,222.1067917,10.5330556,142,14 48 25.63,+10 31 59.0,2MASS J14482563+1031590,21,L4:,,34,1448+1031,all,2M,2MASS J14482563+1031590,222.106828,10.53307388,0.0106863,0.0081944,132.02,1175003649462887040,222.1078403,0.4622,10.53254689,0.3966,69.6352,0.5322,130.8507,253.37,223.913,0.607,-118.572,0.588,202,1.4491,268.08,1.81,2.375E+00,95,1.0046,0.1273,14,1.072,0,2.17687E+02,1.11365E+00,19.842787,4.64292E+01,1.36182E+01,21.171564,3.93887E+02,18.259466,2.023,2.912098,,,0,,,120632221074899765,1237662199891755378,,,0.0062,0.31847,0.034265,19.818438,0.00609,2.22624E+02,0.555,9.6496,9.393,-0.2581,69,4.6,-4.19,0.06,0.5,10,0.99,0.09,5.17,0.23,1623,91,59.43,16.66
1.455555,224.159625,-28.1631389,143,14 56 38.31,-28 09 47.3,LHS 3003,26,M7,,8,1456-2809,all,2M,LHS 3003,224.1594311,-28.16350532,0.0012419,0.0009686,93.63,6224387727748521344,224.1569595,0.0575,-28.16725415,0.0461,141.7891,0.0617,2296.9192,975.624,-490.285,0.078,-843.482,0.061,206,4.9821,2323.49,0.466,7.913E+01,31,,,15,1.257,0,4.47214E+04,4.1408E+01,14.061078,1.58992E+03,1.08825E+01,17.335106,7.45895E+04,12.566201,1.703,4.768905,,,0,,,74202241573690293,,103162362,,0.002933,0.007938,0.004017,14.061078,0.002933,4.47214E+04,-0.024,1.2409,0.9698,-0.0318,159.2,5.1,-3.32,0.03,0.5,10,1.12,0.05,5.22,0.08,2511,65,84.02,9.72
0.164323,225.2840833,22.8338889,145,15 01 08.18,+22 50 02.0,TVLM 513-46546,104,M8.5,,8,1501+2250,all,2M,TVLM 513-46546,225.2841103,22.83392719,0.0021867,0.001741,176.68,1262763648230973440,225.2839023,0.0743,22.83363768,0.1032,93.1655,0.1355,687.4275,78.117,-43.12,0.111,-65.138,0.14,469,18.3909,2532.84,0.98,6.326E+01,95,1.199,0.014,18,1.661,0,4.57959E+03,4.49117E+00,16.5353,1.20839E+02,6.28301E+00,20.133026,8.30243E+03,14.949883,1.839,5.183144,,,0,,,135402252840290963,1237665533327048761,,565184909,0.002954,0.056522,0.004218,16.509709,0.002945,4.68882E+03,0.053,1.7427,2.1854,-0.0266,94.4,0.6,-3.57,0.01,0.5,10,1.05,0.05,5.22,0.11,2242,55,75.07,10.88
0.196108,225.8317083,25.4221111,146,15 03 19.61,+25 25 19.6,2MASS J15031961+2525196,105,T5,,2,1503+2525,all,2M,2MASS J15031961+2525196,225.8317121,25.42216547,0.011107,0.0098185,0.04,1267906854386665088,225.8321423,0.4379,25.42464449,0.5381,155.7758,0.7557,206.1307,564.588,87.414,0.613,557.78,0.695,408,7.4693,729.49,3.995,9.073E+00,95,1.195,0.1182,22,1.274,0,1.42853E+02,1.24246E+00,20.300144,2.5892E+01,4.97573E+00,21.805626,3.08905E+02,18.523335,2.344,3.282291,,,0,,,138502258319899171,1237665351321059385,,,0.009837,0.208667,0.033272,20.274553,0.009626,1.4626E+02,0.821,9.8185,11.107,0.0002,157.2,2.2,-5.05,0.01,0.5,10,0.94,0.16,5.01,0.48,1016,85,44.34,26.3
1.169499,226.7267083,13.3516667,148,15 06 54.41,+13 21 06.0,2MASSW J1506544+132106,12,L3,,12,1506+1321,all,2M,2MASSW J1506544+132106,226.7263746,13.3516776,0.0037913,0.0031208,116.59,1182574753387703680,226.721482,0.1784,13.3516252,0.1384,85.425,0.1902,449.126,1071.138,-1071.073,0.228,-11.8,0.204,193,-0.3742,280.17,0.659,3.052E+00,95,1.0589,0.0512,14,0.979,0,8.3179E+02,2.20671E+00,18.387333,2.99168E+01,1.00302E+01,21.648754,1.51054E+03,16.800066,1.852,4.848688,,,0,,,124022267226492506,1237668349751591341,,517183422,0.003986,0.364025,0.010874,18.361742,0.003938,8.51628E+02,0.113,3.6668,3.2662,-0.1549,70.92,2.5,-3.8,0.03,0.5,10,1.02,0.07,5.21,0.15,2004,75,68.77,12.85
1.527716,226.9487083,-16.4607222,149,15 07 47.69,-16 27 38.6,2MASSW J1507476-162738,18,L5,,14,1507-1627,all,2M,2MASSW J1507476-162738,226.9486493,-16.46114277,0.0052755,0.0028262,137.6,6306068659857135232,226.9479458,0.1967,-16.46512505,0.2435,134.9474,0.2611,516.8854,908.779,-151.795,0.26,-896.012,0.279,193,3.12,403.81,1.141,9.174E+00,31,,,13,1.163,0,1.24257E+03,2.64531E+00,17.951569,4.64603E+01,9.09231E+00,21.170837,2.31109E+03,16.338354,1.897,4.832483,,,0,,,88242269481163575,,166321800,,0.003596,0.212498,0.009725,17.951569,0.003596,1.24257E+03,0.161,4.1243,4.3368,-0.5524,136.4,0.6,-4.21,0,0.5,10,0.99,0.09,5.18,0.23,1607,70,59.66,15.62
0.477096,227.5702083,-2.6855,150,15 10 16.85,-02 41 07.8,TVLM 868-110639,104,M9,,106,1510-0241,all,2M,TVLM 868-110639,227.5701021,-2.68557944,0.0082052,0.0068026,111.39,6336552379219937920,227.5683872,0.4332,-2.685426345,0.3761,55.811,0.5017,111.2494,386.968,-385.432,0.498,34.447,0.44,184,44.8117,5760.84,3.388,2.372E+02,31,,,14,4.138,0,2.44596E+03,4.80314E+00,17.216242,9.41912E+01,9.53679E+00,20.403517,4.3227E+03,15.658508,1.806,4.745009,,,0,,,104772275690567738,1237655497601122662,169184366,437134912,0.003484,0.109965,0.006846,17.216242,0.003484,2.44596E+03,0.081,8.0328,7.0054,-0.127,61.2,4.7,-3.45,0.07,0.5,10,1.08,0.06,5.22,0.11,2377,113,78.67,12.15
0.384968,228.7534583,48.7948889,152,15 15 00.83,+48 47 41.6,2MASSW J1515008+484742,21,L6,,9,1515+4847,all,2M,2MASSW J1515008+484742,228.7535544,48.79480269,0.0047778,0.0035102,26.53,1589250088362827776,228.7472256,0.2098,48.80131233,0.2335,101.9645,0.2567,397.1846,1739.272,-938.044,0.236,1464.63,0.283,374,5.3719,642.56,1.591,6.183E+00,95,1.0932,0.0662,25,1.203,0,3.6986E+02,1.11522E+00,19.267273,3.93368E+01,6.46949E+00,21.351543,7.20154E+02,17.604332,2.053,3.747212,,,0,,,166552287495599375,1237659162806452495,,,0.004279,0.178586,0.012139,19.241682,0.004221,3.78681E+02,0.466,3.7971,4.5531,0.2429,95.24,2,-4.32,0.02,0.5,10,0.99,0.1,5.15,0.26,1505,74,56.83,17.52
1.114095,231.5585417,20.7281667,154,15 26 14.05,+20 43 41.4,2MASSI J1526140+204341,14,L7,,14,1526+2043,all,2M,2MASSI J1526140+204341,231.558374,20.72789991,0.0155542,0.0107639,72.72,1213916950812872192,231.5573215,0.7074,20.72630361,0.5238,48.3132,0.7774,62.1458,421.968,-221.484,0.94,-359.168,0.7,218,0.4013,248.16,0.438,8.663E-02,95,1.2375,0.1971,15,1.018,0,1.01978E+02,8.39551E-01,20.6661,5.19044E+01,8.15468E+00,21.050531,1.98084E+02,19.005772,2.451,2.04476,,,0,,,132872315577062694,1237665427567870808,,,0.009354,0.170603,0.059295,20.656511,0.009278,1.02883E+02,1.11,15.1925,11.2687,0.2089,48.5,8.7,-4.31,0.16,0.5,10,0.98,0.1,5.1,0.31,1518,157,54.39,21.4
0.507122,234.9245417,-5.3452222,155,15 39 41.89,-05 20 42.8,DENIS-P J153941.96-052042.4,97,L4,,47,1539-0520,all,2M,DENIS J153941.9-052042,234.9246826,-5.345209478,0.0051015,0.0040099,104.97,4400638923299410048,234.927317,0.2582,-5.344747797,0.2422,59.2655,0.3274,180.9941,599.224,590.151,0.315,103.879,0.258,228,1.1941,342.93,1.193,3.518E+00,95,1.0254,0.0769,15,1.056,0,4.80062E+02,1.96926E+00,18.984123,5.20205E+01,9.79186E+00,21.048105,8.69797E+02,17.399351,1.92,3.648754,,,0,,,101582349264226519,,170117152,,0.005237,0.204388,0.014995,18.958532,0.005149,4.91512E+02,0.346,5.036,4.0918,-0.1205,64.5,3.4,-4.05,0.05,0.5,10,1,0.08,5.19,0.2,1753,85,62.64,15.14
0.083903,238.2460833,29.8134722,157,15 52 59.06,+29 48 48.5,2MASSW J1552591+294849,21,L0beta,,4,1552+2948,all,2M,2MASSW J1552591+294849,238.2460892,29.81349494,0.0030988,0.0019173,28.67,1320853355787534848,238.2452716,0.0992,29.81319443,0.1233,48.9042,0.1562,313.0695,173.349,-159.618,0.139,-67.614,0.179,550,2.9278,869.45,0.907,6.485E+00,95,1.114,0.0291,30,1.089,0,7.37048E+02,1.27314E+00,18.518627,3.72085E+01,4.24156E+00,21.411936,1.37613E+03,16.901249,1.918,4.510687,,,0,,,143772382453796473,1237662640119480679,,600206980,0.003333,0.123799,0.008166,18.493036,0.003309,7.54627E+02,0.226,2.2449,2.8703,0.3871,47.7,0.9,-3.55,0.02,0.01,0.15,1.43,0.22,4.48,0.41,1956,148,30.04,17.36
0.87013,238.8155417,-9.9348611,158,15 55 15.73,-09 56 05.5,2MASSW J1555157-095605,79,L1,,79,1555-0956,all,2M,2MASSW J1555157-095605,238.8157342,-9.935011033,0.0026398,0.0016855,93.71,4346523537966269824,238.8199407,0.1226,-9.938501949,0.0855,73.9802,0.1361,543.7398,1219.043,932.273,0.164,-785.45,0.108,339,5.9728,922.64,0.904,2.004E+01,95,1.1276,0.0247,18,1.239,0,2.15313E+03,2.82107E+00,17.35469,6.70659E+01,7.94803E+00,20.772287,3.99348E+03,15.744517,1.886,5.02777,,,0,,,96072388192384953,,169754576,401098852,0.003101,0.128702,0.005068,17.329099,0.003086,2.20448E+03,0.122,2.6365,1.6906,-0.0597,74.53,1.21,-3.71,0.01,0.5,10,1.03,0.06,5.22,0.14,2102,64,71.12,11.93
2.444704,246.58475,39.4219444,161,16 26 20.34,+39 25 19.0,2MASS J16262034+3925190,110,L4sd,,111,1626+3925,all,2M,2MASS J16262034+3925190,246.5838887,39.42208017,0.0033955,0.0021751,21.02,1332410734823626240,246.5759791,0.1171,39.42313562,0.1356,32.3327,0.1475,219.2238,1395.105,-1374.755,0.148,237.417,0.202,360,2.3342,571.93,0.888,5.87E+00,95,1.1233,0.0414,26,1.088,0,8.42553E+02,1.47646E+00,18.373375,3.92128E+01,5.18374E+00,21.354973,1.51533E+03,16.796625,1.845,4.558348,,,0,,,155302465777578132,1237659325492363694,,648226708,0.003348,0.143556,0.006687,18.347784,0.003323,8.62647E+02,0.147,2.3676,3.2642,0.2945,29.85,1.08,-3.71,0.03,0.5,10,1.03,0.06,5.22,0.14,2103,75,71.03,12.37
0.827788,253.8970417,-8.3944722,164,16 55 35.29,-08 23 40.1,vB 8,112,M7,,99,1655-0823,all,2M,vB 8,253.8968989,-8.394653631,0.0010153,0.0006888,102.71,4339417394313320192,253.8932463,0.0448,-8.398523023,0.0223,153.9659,0.057,2700.6199,1191.214,-813.038,0.063,-870.609,0.044,561,1.5601,4930.43,0.405,1.112E+02,31,,,19,1.047,0,5.61864E+04,2.92565E+01,13.813289,2.06134E+03,1.03518E+01,17.05317,9.3214E+04,12.324193,1.696,4.728976,,,0,,,97922538943243543,1237668599925702976,193696623,409153795,0.002813,0.006125,0.003847,13.813289,0.002813,5.61864E+04,-0.026,1.0019,0.7081,-0.1684,155.4,1.33,-3.2,0.01,0.5,10,1.17,0.03,5.21,0.06,2639,40,90.47,8
0.19563,254.5158333,70.4504167,165,16 58 03.80,+70 27 01.5,LSPM J1658+7027,12,L1,,12,1658+7027,all,2M,LSPM J1658+7027,254.5158451,70.4504709,0.0027024,0.0024983,134.46,1649407285800074240,254.5139875,0.1282,70.44907156,0.1295,54.1347,0.1291,419.2452,344.52,-139.861,0.163,-314.854,0.161,316,2.2548,628.5,1.026,1.108E+01,95,1.058,0.0376,28,1.091,0,1.06938E+03,1.79827E+00,18.114532,4.4321E+01,5.79896E+00,21.22202,1.93668E+03,16.530249,1.852,4.691771,,,0,,,192542545143380037,,,803111105,0.003305,0.142085,0.006019,18.088941,0.003282,1.09489E+03,0.136,2.6043,2.6004,-0.0784,53.9,0.7,-3.63,0.01,0.5,10,1.04,0.06,5.22,0.12,2181,62,73.21,11.41
1.375016,261.5002917,15.6386111,166,17 26 00.07,+15 38 19.0,2MASSI J1726000+153819,14,L3beta,,4,1726+1538,all,2M,2MASSI J1726000+153819,261.5000495,15.6383086,0.0016406,0.0013096,135.27,4543709025576240512,261.5000495,1.4828,15.6383086,1.4858,,,,,,,,,150,8.1354,331.19,8.688,2.03E+01,3,,,11,,0,8.3048E+01,8.87518E-01,20.889044,3.07968E+01,6.43394E+00,21.617277,1.53651E+02,19.281559,2.221,2.335718,,,0,,,,,,,0.011926,0.226844,0.073267,20.889044,0.011926,8.3048E+01,0.838,1.4828,1.4858,-0.2216,28.6,2.9,-3.85,0.09,0.01,0.15,1.4,0.2,4.4,0.42,1668,144,24.06,15.58
1.209964,278.9079167,32.9984722,170,18 35 37.90,+32 59 54.5,2MASS J18353790+3259545,79,M8.5,,113,1835+3259,all,2M,2MASS J18353790+3259545,278.9078338,32.99814336,0.0008787,0.000718,28.12,2091177593123254016,278.9074488,0.036,32.99478716,0.0423,175.793,0.0468,3756.131,758.632,-72.65,0.047,-755.146,0.052,419,2.7564,3178.85,0.501,7.212E+01,31,,,28,1.096,0,2.16054E+04,1.76633E+01,14.850962,5.66052E+02,7.36312E+00,18.456402,3.77453E+04,13.305739,1.773,5.150662,,,0,,,147592789075996016,,,615258066,0.002895,0.014396,0.004048,14.850962,0.002895,2.16054E+04,-0.008,0.7567,0.8457,0.1667,176.5,0.5,-3.5,0,0.5,10,1.07,0.05,5.22,0.11,2316,51,77.28,10.34
0.446261,280.8422083,40.6724722,172,18 43 22.13,+40 40 20.9,2MASS J18432213+4040209,26,M8,,9,1843+4040,all,2M,2MASS J18432213+4040209,280.8421916,40.67259551,0.0008065,0.0007065,30.22,2098514324976071424,280.8414837,0.0349,40.67522342,0.0385,69.6348,0.0416,1672.8792,603.493,-120.803,0.046,591.279,0.048,387,1.0205,1367.26,0.407,3.06E+01,31,,,28,1.036,0,1.29311E+04,1.01096E+01,15.408278,5.45761E+02,8.46625E+00,18.496037,2.13655E+04,13.923614,1.694,4.572423,,,0,,,156802808418139703,1237668679924777852,,654268420,0.002883,0.017072,0.003974,15.408278,0.002883,1.29311E+04,-0.006,0.7331,0.7824,0.1147,70.7,0.8,-3.11,0.01,0.5,10,1.22,0.03,5.2,0.05,2731,40,95.94,7.87
0.516891,289.2400833,5.1505833,173,19 16 57.62,+05 09 02.1,Gliese 752 B,112,M8,,114,1916+0509,all,2M,Gliese 752 B,289.2400456,5.150444703,0.001238,0.0009545,55.69,4293315765165489536,289.2373737,0.0586,5.144373315,0.0568,168.9537,0.0668,2528.0022,1491.524,-598.761,0.072,-1366.063,0.065,244,5.6933,2944.59,0.569,9.991E+01,31,,,17,1.27,0,3.57793E+04,2.10123E+01,14.303288,1.08881E+03,1.23368E+01,17.74616,6.15541E+04,12.774753,1.751,4.971408,,,0,,,114172892384506216,,,476385310,0.002828,0.012614,0.003978,14.303288,0.002828,3.57793E+04,-0.005,1.1555,1.0528,0.2379,170.1,0.8,-3.31,0,0.5,10,1.13,0.04,5.22,0.08,2531,42,85.15,8.44
0.1294,300.2017083,-75.3852778,174,20 00 48.41,-75 23 07.0,2MASS J20004841-7523070,72,M9gamma,,35,2000-7523,all,2M,2MASS J20004841-7523070,300.201727,-75.38524217,0.0021873,0.0015428,176.86,6366726276822544768,300.2028467,0.0727,-75.3857913,0.0976,34.0113,0.1092,311.4276,138.947,63.566,0.096,-123.554,0.135,437,-0.8217,1125.23,0.855,1.636E+01,95,1.0159,0.0244,29,0.971,0,1.86846E+03,2.17587E+00,17.508656,5.97857E+01,6.20302E+00,20.897049,3.44277E+03,15.905625,1.875,4.991424,,,0,,,,,485257677,,0.003032,0.112684,0.004541,17.483065,0.003019,1.91303E+03,0.116,1.5451,2.1857,-0.0389,31,1,-2.97,0.03,0.012,0.022,1.88,0.11,4.19,0.14,2375,79,24.75,6.06
0.07229,314.475375,-2.8750556,176,20 57 54.09,-02 52 30.2,2MASSI J2057540-025230,32,L1.5,,32,2057-0252,all,2M,2MASSI J2057540-025230,314.4753902,-2.875068747,0.0028384,0.0019013,70.22,6915795853718552960,314.4753768,0.1271,-2.875523716,0.0623,64.7102,0.1657,390.4692,102.412,-3,0.17,-102.368,0.126,719,-1.2096,1166.84,0.781,1.046E+01,95,1.0553,0.0241,19,0.968,0,1.1179E+03,1.20801E+00,18.06636,7.76677E+01,7.2904E+00,20.612942,2.0274E+03,16.480549,1.883,4.132393,,,0,,,104543144753789888,1237679078569214894,304206750,436446793,0.002995,0.101952,0.005826,18.040769,0.002984,1.14456E+03,0.245,2.7473,2.0306,0.2535,70.1,3.7,-3.76,0.05,0.5,10,1.02,0.07,5.22,0.15,2044,87,69.56,13.04
0.928583,316.062125,-10.6269167,178,21 04 14.91,-10 37 36.9,2MASSI J2104149-103736,32,L2.5,,47,2104-1037,all,2M,2MASSI J2104149-103736,316.0623543,-10.62704211,0.0048177,0.0033321,70.79,6890153425787729152,316.0650433,0.2304,-10.62835462,0.1648,58.0183,0.2653,218.7129,663.924,594.631,0.286,-295.312,0.215,421,1.1471,636.84,1.196,7.178E+00,95,1.0507,0.0478,19,1.039,0,5.81126E+02,1.18143E+00,18.776691,4.68952E+01,8.96489E+00,21.160723,1.03859E+03,17.206781,1.868,3.953941,,,0,,,95243160641156904,,3528493,,0.00353,0.207578,0.007846,18.7511,0.003499,5.94986E+02,0.254,4.6798,3.5232,0.2281,53,1.71,-3.81,0.03,0.5,10,1.02,0.07,5.21,0.16,1994,73,68.59,12.82
0.110135,321.71,-81.6748056,180,21 26 50.40,-81 40 29.3,2MASS J21265040-8140293,48,L3gamma,,4,2126-8140,all,2M,2MASS J21265040-8140293,321.7098486,-81.67478426,0.0241902,0.016126,26.72,6348511080000131072,321.7116434,0.6679,-81.67527936,0.854,28.8483,0.8208,35.1455,125.81,58.471,1.141,-111.397,1.426,204,1.7892,258.17,2.279,2.214E+00,95,1.0146,0.2216,19,1.09,0,1.00886E+02,8.1667E-01,20.67779,3.50049E+01,7.41622E+00,21.47822,1.87684E+02,19.064325,2.207,2.413895,,,0,,,,,,,0.009211,0.230044,0.050839,20.661649,0.009087,1.02397E+02,0.813,18.0497,22.7909,0.3174,31.3,2.6,-3.85,0.07,0.01,0.15,1.39,0.19,4.4,0.42,1663,135,23.8,15.19
0.096068,321.858875,-42.2550833,181,21 27 26.13,-42 15 18.3,HB 2124-4228,116,M7.5,,48,2127-4215,all,2M,[HB88] 2124-4228,321.8588481,-42.25510109,0.0025246,0.0019557,57.24,6578760870830186368,321.8595981,0.1286,-42.25574229,0.1053,28.7569,0.1781,161.498,190.828,124.905,0.148,-144.271,0.131,501,7.1475,1500.62,1.164,2.473E+01,95,1.058,0.0303,23,1.235,0,1.44526E+03,2.32725E+00,17.787504,6.06435E+01,7.12951E+00,20.881582,2.6328E+03,16.19685,1.864,4.684732,,,0,,,,,488339694,,0.003263,0.127674,0.004818,17.761913,0.003242,1.47973E+03,0.148,2.3722,2.138,0.2287,28.9,6.2,-3.15,0.19,0.5,10,1.21,0.13,5.22,0.08,2676,320,93.91,18.63
